id,cname,party,party_name,party_id,eu_position,eu_salience,eu_dissent,eu_benefit,eu_ep,eu_intmark,eu_cohesion,eu_foreign,eu_turkey,eu_budgets,lrgen,lrecon,lrecon_salience,galtan,galtan_salience,spendvtax,deregulation,redistribution,econ_interven,civlib_laworder,sociallifestyle,religious_principle,immigrate_policy,multiculturalism,urban_rural,environment,regions,international_security,ethnic_minorities,nationalism,antielite_salience,corrupt_salience,first_most_important,second_most_important,third_most_important
16,bul,10,ATAKA,2007,strongly opposed,no importance,1,not benefited,strongly opposed,strongly opposed,opposed,strongly opposed,strongly opposed,strongly opposed,extreme right,1,2,9,1,1,1,1,1,strongly supports law and order,strongly opposes liberal policies,5,fully supports restrictive immigration policy,strongly favours assimilation,8,8,2,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,7,nationalism,multiculturalism,public services vs taxes
12,bul,10,ATAKA,2007,opposed,8,party was completely united,not benefited,,somewhat opposed,somewhat in favor,strongly opposed,strongly opposed,strongly opposed,extreme right,2,8,traditional/authoritarian,9,3,2,2,3,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,fully supports restrictive immigration policy,strongly favours assimilation,6,8,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,4,anti-elite rhetoric,nationalism,state intervention
4,bul,10,ATAKA,2007,strongly opposed,9,1,not benefited,neutral,strongly opposed,,strongly opposed,strongly opposed,strongly opposed,,extreme left,7,traditional/authoritarian,great importance,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,,strongly opposes liberal policies,strongly supports religious principles in politics,fully supports restrictive immigration policy,strongly favours assimilation,8,5,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,1,nationalism,immigration,ethnic minorities
3,bul,10,ATAKA,2007,strongly opposed,no importance,party was completely united,not benefited,opposed,opposed,somewhat opposed,strongly opposed,strongly opposed,strongly opposed,extreme left,extreme left,9,traditional/authoritarian,8,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly supports law and order,strongly opposes liberal policies,5,fully supports restrictive immigration policy,,strongly supports rural interests,,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,7,nationalism,anti-elite rhetoric,redistribution
15,bul,10,ATAKA,2007,strongly opposed,9,,not benefited,strongly opposed,strongly opposed,strongly opposed,strongly opposed,strongly opposed,strongly opposed,,3,3,traditional/authoritarian,,,2,3,3,9,strongly opposes liberal policies,9,fully supports restrictive immigration policy,strongly favours assimilation,8,strongly supports economic growth,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,9,nationalism,anti-elite rhetoric,religious principles
14,bul,10,ATAKA,2007,strongly opposed,1,party was completely united,not benefited,neutral,opposed,somewhat opposed,strongly opposed,strongly opposed,strongly opposed,,,5,9,6,,1,fully in favour of redistribution of wealth,2,strongly supports law and order,strongly opposes liberal policies,strongly opposes religious principles in politics,fully supports restrictive immigration policy,strongly favours assimilation,9,5,4,9,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,extremely important,anti-elite rhetoric,nationalism,ethnic minorities
5,bul,10,ATAKA,2007,opposed,no importance,1,not benefited,strongly opposed,opposed,opposed,strongly opposed,strongly opposed,strongly opposed,extreme right,extreme left,6,traditional/authoritarian,1,2,,1,1,strongly supports law and order,strongly opposes liberal policies,7,fully supports restrictive immigration policy,strongly favours assimilation,5,8,9,strongly opposes troop deployment,,strongly promotes nationalist concepts for society,9,4,nationalism,state intervention,immigration
10,bul,10,ATAKA,2007,strongly opposed,8,,not benefited,in favor,opposed,,strongly opposed,strongly opposed,strongly opposed,8,3,6,traditional/authoritarian,great importance,5,strongly opposes deregulation,5,fully in favour state intervention in economy,9,strongly opposes liberal policies,5,9,strongly favours assimilation,5,8,,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,8,extremely important,nationalism,international security,immigration
11,bul,10,ATAKA,2007,strongly opposed,no importance,party was completely united,not benefited,strongly opposed,opposed,strongly opposed,opposed,strongly opposed,strongly opposed,2,2,8,traditional/authoritarian,9,2,1,1,1,strongly supports law and order,9,8,fully supports restrictive immigration policy,strongly favours assimilation,6,9,8,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,7,2,state intervention,redistribution,public services vs taxes
18,bul,10,ATAKA,2007,opposed,2,party was completely united,not benefited,strongly opposed,strongly opposed,somewhat in favor,strongly opposed,strongly opposed,strongly opposed,extreme right,2,no importance,traditional/authoritarian,great importance,2,strongly opposes deregulation,2,fully in favour state intervention in economy,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,fully supports restrictive immigration policy,strongly favours assimilation,8,strongly supports economic growth,strongly opposes political decentralization,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,8,nationalism,ethnic minorities,immigration
9,bul,10,ATAKA,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bul,10,ATAKA,2007,opposed,4,party was extremely divided,not benefited,strongly opposed,strongly opposed,opposed,opposed,opposed,opposed,2,2,4,traditional/authoritarian,8,2,2,1,1,9,9,2,,7,5,8,,9,,9,9,8,nationalism,ethnic minorities,anti-elite rhetoric
17,bul,10,ATAKA,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bul,10,ATAKA,2007,somewhat opposed,3,4,not benefited,neutral,opposed,neutral,opposed,strongly opposed,strongly opposed,1,3,2,9,8,1,,2,1,9,strongly opposes liberal policies,,fully supports restrictive immigration policy,,7,9,,8,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,9,nationalism,anti-elite rhetoric,immigration
7,bul,10,ATAKA,2007,,9,6,not benefited,opposed,,,opposed,opposed,opposed,extreme right,2,8,9,8,2,2,2,2,8,8,8,fully supports restrictive immigration policy,strongly favours assimilation,8,,3,7,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,extremely important,nationalism,anti-elite rhetoric,immigration
1,bul,10,ATAKA,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,bul,10,ATAKA,2007,strongly opposed,3,party was completely united,not benefited,,opposed,,strongly opposed,strongly opposed,strongly opposed,extreme right,extreme left,5,traditional/authoritarian,great importance,1,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,fully supports restrictive immigration policy,strongly favours assimilation,5,,,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,extremely important,anti-elite rhetoric,nationalism,international security
13,bul,5,DSB,2008,in favor,8,1,benefited,,,strongly in favor,strongly in favor,,in favor,8,8,8,2,5,8,9,8,8,5,5,4,7,6,strongly supports rural interests,4,,,5,6,8,extremely important,EU integration,corruption,deregulation
15,bul,5,DSB,2008,strongly in favor,great importance,,benefited,in favor,in favor,strongly in favor,strongly in favor,somewhat opposed,in favor,,9,great importance,4,,,7,7,fully opposed to state intervention in economy,4,3,4,,5,1,strongly supports economic growth,,,4,3,7,9,EU integration,corruption,civil liberties
12,bul,5,DSB,2008,strongly in favor,6,1,benefited,,in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,7,8,5,4,3,7,9,7,8,6,4,4,6,6,3,4,,3,7,5,6,2,corruption,public services vs taxes,anti-elite rhetoric
8,bul,5,DSB,2008,strongly in favor,2,3,benefited,neutral,strongly in favor,in favor,in favor,somewhat in favor,neutral,8,9,8,3,2,8,,9,7,3,4,,5,,8,4,,6,6,3,5,7,EU integration,corruption,
5,bul,5,DSB,2008,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,neutral,somewhat in favor,9,9,8,2,great importance,8,,9,9,1,2,2,3,5,4,4,3,4,,2,2,8,decentralization,EU integration,corruption
19,bul,5,DSB,2008,in favor,8,1,benefited,somewhat in favor,in favor,in favor,strongly in favor,somewhat opposed,neutral,9,9,7,center,6,6,7,6,7,7,4,7,8,7,3,6,,5,5,4,5,8,EU integration,international security,corruption
3,bul,5,DSB,2008,in favor,7,party was completely united,benefited,neutral,somewhat in favor,strongly in favor,somewhat in favor,neutral,neutral,6,6,8,3,2,5,5,4,4,5,2,5,6,,1,5,,6,4,3,3,7,corruption,EU integration,state intervention
20,bul,5,DSB,2008,in favor,7,,benefited,,in favor,,in favor,,neutral,8,7,7,8,7,6,7,7,8,7,6,8,,,4,5,,4,5,6,1,7,corruption,civil liberties,social lifestyle
1,bul,5,DSB,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,bul,5,DSB,2008,strongly in favor,7,4,benefited,neutral,in favor,somewhat in favor,strongly in favor,neutral,somewhat in favor,7,7,7,3,5,,7,7,7,8,3,3,4,3,2,5,4,4,3,2,8,6,EU integration,corruption,anti-elite rhetoric
17,bul,5,DSB,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,bul,5,DSB,2008,in favor,9,,benefited,neutral,strongly in favor,,strongly in favor,somewhat in favor,somewhat in favor,8,9,9,4,7,9,strongly supports deregulation,fully opposed to redistribution of wealth,fully opposed to state intervention in economy,8,5,4,6,6,1,7,6,2,7,7,3,7,EU integration,deregulation,corruption
18,bul,5,DSB,2008,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,somewhat in favor,in favor,8,7,great importance,8,8,6,8,8,8,3,8,6,5,3,strongly supports urban interests,7,strongly favours political decentralization,2,1,1,6,extremely important,corruption,EU integration,decentralization
2,bul,5,DSB,2008,strongly in favor,great importance,party was completely united,benefited,in favor,in favor,strongly in favor,strongly in favor,somewhat opposed,strongly in favor,7,7,9,4,8,fully in favour of cutting services,9,9,9,3,2,5,,2,1,3,2,2,,1,7,9,corruption,EU integration,international security
11,bul,5,DSB,2008,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,neutral,strongly in favor,7,7,8,6,7,5,5,9,7,6,5,6,5,3,4,5,5,3,5,3,6,8,corruption,EU integration,international security
4,bul,5,DSB,2008,in favor,6,1,benefited,neutral,strongly in favor,strongly in favor,in favor,in favor,in favor,7,extreme right,great importance,libertarian/postmaterialist,no importance,fully in favour of cutting services,strongly supports deregulation,fully opposed to redistribution of wealth,fully opposed to state intervention in economy,1,,5,,3,5,5,5,5,5,5,1,extremely important,public services vs taxes,EU integration,corruption
6,bul,5,DSB,2008,strongly in favor,9,party was completely united,benefited,somewhat opposed,strongly in favor,strongly in favor,strongly in favor,somewhat in favor,somewhat opposed,8,9,8,8,6,fully in favour of cutting services,9,9,9,3,1,8,1,3,strongly supports urban interests,6,,strongly supports troop deployment,1,1,1,extremely important,corruption,deregulation,EU integration
16,bul,5,DSB,2008,strongly in favor,7,2,benefited,somewhat in favor,in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,7,8,7,4,3,7,9,8,7,2,4,3,5,4,4,8,5,4,5,5,4,5,public services vs taxes,deregulation,state intervention
9,bul,5,DSB,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bul,5,DSB,2008,in favor,6,5,benefited,somewhat opposed,strongly in favor,in favor,in favor,somewhat in favor,somewhat in favor,7,7,8,2,8,7,8,7,9,8,5,3,6,5,2,6,4,4,4,2,5,8,deregulation,decentralization,corruption
10,bul,1,GERB,2010,in favor,9,2,benefited,neutral,in favor,,somewhat in favor,somewhat in favor,somewhat in favor,8,9,9,7,5,8,9,fully opposed to redistribution of wealth,8,9,7,6,9,8,4,8,3,2,8,8,5,7,EU integration,corruption,immigration
3,bul,1,GERB,2010,strongly in favor,9,party was completely united,benefited,in favor,in favor,strongly in favor,in favor,somewhat in favor,neutral,center,center,8,center,2,5,5,3,3,6,5,5,6,,4,7,,5,4,6,5,6,EU integration,corruption,state intervention
4,bul,1,GERB,2010,strongly in favor,great importance,party was completely united,benefited,somewhat opposed,strongly in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,6,extreme right,great importance,libertarian/postmaterialist,no importance,fully in favour of cutting services,strongly supports deregulation,fully opposed to redistribution of wealth,fully opposed to state intervention in economy,strongly promotes civil liberties,,5,6,5,5,5,7,3,5,5,1,extremely important,corruption,deregulation,EU integration
13,bul,1,GERB,2010,in favor,8,1,benefited,,,strongly in favor,somewhat in favor,neutral,in favor,7,7,8,4,5,7,8,7,7,7,7,7,9,9,6,,,,5,7,not important at all,not important at all,EU integration,public services vs taxes,international security
18,bul,1,GERB,2010,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,somewhat in favor,in favor,7,6,great importance,6,5,6,8,6,7,4,7,4,5,3,1,6,strongly favours political decentralization,2,1,1,4,extremely important,public services vs taxes,corruption,EU integration
12,bul,1,GERB,2010,strongly in favor,6,party was completely united,benefited,,in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,6,6,6,center,3,5,7,7,6,7,5,6,8,7,4,7,,3,7,5,6,4,corruption,anti-elite rhetoric,public services vs taxes
14,bul,1,GERB,2010,strongly in favor,8,party was completely united,benefited,neutral,in favor,strongly in favor,,in favor,in favor,8,8,7,2,5,,7,6,7,3,3,3,4,3,2,5,4,4,3,4,8,6,anti-elite rhetoric,EU integration,corruption
5,bul,1,GERB,2010,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,somewhat in favor,in favor,center,6,8,6,3,6,8,8,7,7,6,8,5,5,3,5,6,4,,4,6,6,EU integration,state intervention,public services vs taxes
16,bul,1,GERB,2010,strongly in favor,8,1,benefited,somewhat in favor,in favor,strongly in favor,in favor,in favor,somewhat in favor,6,8,7,center,3,5,9,8,8,6,5,3,5,5,5,8,5,3,5,7,8,2,public services vs taxes,redistribution,deregulation
2,bul,1,GERB,2010,strongly in favor,great importance,party was completely united,benefited,in favor,in favor,strongly in favor,strongly in favor,in favor,strongly in favor,7,7,9,center,8,8,8,8,6,5,3,,,2,3,4,5,2,,5,7,8,EU integration,corruption,international security
1,bul,1,GERB,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,bul,1,GERB,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,bul,1,GERB,2010,strongly in favor,8,1,benefited,somewhat in favor,in favor,strongly in favor,in favor,neutral,neutral,7,7,7,center,6,4,6,4,5,6,5,6,7,5,5,6,,5,4,4,5,7,EU integration,corruption,
15,bul,1,GERB,2010,in favor,9,,benefited,in favor,somewhat in favor,strongly in favor,somewhat in favor,in favor,in favor,,8,9,6,,,6,7,7,7,4,4,,5,1,strongly supports economic growth,,,4,4,2,9,EU integration,corruption,
20,bul,1,GERB,2010,strongly in favor,9,,benefited,,strongly in favor,strongly in favor,somewhat in favor,neutral,in favor,7,center,8,7,3,,4,5,4,8,,,6,,6,8,,3,4,5,6,7,corruption,EU integration,international security
17,bul,1,GERB,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bul,1,GERB,2010,strongly in favor,7,2,benefited,neutral,in favor,in favor,somewhat in favor,somewhat opposed,somewhat in favor,7,8,8,6,3,9,,7,6,8,7,,7,,7,8,,4,5,6,5,9,redistribution,corruption,immigration
11,bul,1,GERB,2010,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,neutral,strongly in favor,7,7,9,6,7,5,5,9,7,6,5,5,5,5,4,5,5,3,5,4,4,8,EU integration,civil liberties,enviornment
6,bul,1,GERB,2010,in favor,great importance,2,benefited,in favor,in favor,strongly in favor,somewhat in favor,somewhat opposed,somewhat in favor,center,6,8,8,4,9,6,6,2,5,7,7,6,7,2,8,,2,5,5,5,4,EU integration,public services vs taxes,nationalism
7,bul,1,GERB,2010,strongly in favor,9,1,benefited,somewhat in favor,strongly in favor,strongly in favor,in favor,in favor,in favor,6,6,7,4,6,5,6,6,6,7,6,5,6,5,5,5,5,3,6,6,7,7,EU integration,corruption,decentralization
18,bul,4,DBG,2013,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,somewhat in favor,in favor,center,center,9,4,7,5,7,5,6,1,6,3,4,strongly favours multiculturalism,strongly supports urban interests,5,strongly favours political decentralization,3,1,strongly promotes cosmopolitan concepts of society,6,extremely important,corruption,EU integration,civil liberties
16,bul,4,DBG,2013,strongly in favor,7,2,benefited,somewhat in favor,in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,7,7,7,center,3,6,strongly supports deregulation,8,7,2,4,3,5,4,4,8,5,4,5,5,4,5,public services vs taxes,deregulation,redistribution
1,bul,4,DBG,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,bul,4,DBG,2013,in favor,8,4,benefited,,,strongly in favor,in favor,,in favor,7,8,6,2,6,6,9,7,7,5,5,4,7,6,strongly supports rural interests,4,,,5,4,8,extremely important,EU integration,corruption,deregulation
10,bul,4,DBG,2013,in favor,great importance,2,benefited,in favor,strongly in favor,,strongly in favor,somewhat in favor,somewhat in favor,8,9,great importance,3,8,9,strongly supports deregulation,fully opposed to redistribution of wealth,fully opposed to state intervention in economy,6,4,3,6,6,1,7,6,2,7,7,3,7,EU integration,deregulation,corruption
12,bul,4,DBG,2013,strongly in favor,6,1,benefited,,in favor,strongly in favor,in favor,in favor,somewhat in favor,4,4,4,3,3,4,4,6,4,5,2,4,5,5,3,4,,3,7,4,4,2,corruption,public services vs taxes,anti-elite rhetoric
5,bul,4,DBG,2013,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,in favor,in favor,8,8,8,libertarian/postmaterialist,great importance,7,,8,8,1,1,2,3,4,3,4,3,4,,1,2,8,EU integration,civil liberties,decentralization
11,bul,4,DBG,2013,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,neutral,strongly in favor,7,7,8,6,7,5,5,9,7,6,5,6,5,4,4,5,5,3,5,3,6,8,corruption,EU integration,civil liberties
15,bul,4,DBG,2013,strongly in favor,great importance,,benefited,in favor,in favor,strongly in favor,strongly in favor,somewhat opposed,in favor,,,great importance,4,,,7,,8,4,3,4,,5,1,strongly supports economic growth,,,4,3,7,9,EU integration,,
17,bul,4,DBG,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bul,4,DBG,2013,strongly in favor,great importance,party was completely united,benefited,neutral,strongly in favor,strongly in favor,strongly in favor,in favor,in favor,6,9,9,libertarian/postmaterialist,no importance,9,9,8,9,1,,5,,3,5,5,5,5,5,5,1,extremely important,EU integration,corruption,public services vs taxes
9,bul,4,DBG,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,bul,4,DBG,2013,strongly in favor,9,2,benefited,,strongly in favor,strongly in favor,in favor,,in favor,6,6,6,4,7,5,6,4,7,1,strongly supports liberal policies,,3,,4,4,4,4,2,3,2,8,corruption,civil liberties,EU integration
7,bul,4,DBG,2013,strongly in favor,9,1,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,in favor,strongly in favor,center,center,5,3,7,4,6,5,5,9,5,3,5,4,3,3,5,4,3,2,5,8,EU integration,corruption,decentralization
14,bul,4,DBG,2013,,5,4,benefited,neutral,in favor,somewhat in favor,strongly in favor,neutral,somewhat in favor,7,7,7,4,5,,7,7,7,8,3,3,4,3,2,5,4,4,3,2,8,6,EU integration,corruption,anti-elite rhetoric
3,bul,4,DBG,2013,in favor,7,party was completely united,benefited,neutral,somewhat in favor,strongly in favor,somewhat in favor,neutral,neutral,6,6,8,4,2,5,5,4,4,5,2,5,6,,1,5,,6,4,3,3,7,corruption,EU integration,state intervention
2,bul,4,DBG,2013,strongly in favor,great importance,party was completely united,benefited,in favor,in favor,strongly in favor,strongly in favor,,strongly in favor,6,7,9,4,8,fully in favour of cutting services,9,9,9,3,2,5,,2,1,3,2,2,,1,7,9,EU integration,corruption,decentralization
19,bul,4,DBG,2013,in favor,7,3,neither benefit/lost,,,in favor,,,,center,center,5,center,5,,,,,,,,,,,,,,,4,6,7,anti-elite rhetoric,corruption,
6,bul,4,DBG,2013,strongly in favor,great importance,party was completely united,benefited,in favor,in favor,strongly in favor,strongly in favor,somewhat in favor,somewhat in favor,center,center,5,center,6,5,5,6,7,3,2,5,1,3,1,6,,strongly supports troop deployment,1,1,1,9,EU integration,public services vs taxes,corruption
8,bul,4,DBG,2013,strongly in favor,,2,benefited,neutral,,,,,,,,5,center,4,5,,3,3,,,,5,,5,,,5,5,,7,,corruption,anti-elite rhetoric,
3,bul,7,NFSB,2014,strongly opposed,1,party was completely united,not benefited,opposed,opposed,somewhat opposed,opposed,opposed,strongly opposed,2,2,6,traditional/authoritarian,6,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly supports law and order,strongly opposes liberal policies,5,fully supports restrictive immigration policy,,5,,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,7,nationalism,redistribution,state intervention
13,bul,7,NFSB,2014,somewhat opposed,4,party was completely united,not benefited,,opposed,,opposed,strongly opposed,,9,,2,9,9,5,1,,,strongly supports law and order,strongly opposes liberal policies,,fully supports restrictive immigration policy,strongly favours assimilation,5,,,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,extremely important,anti-elite rhetoric,nationalism,immigration
12,bul,7,NFSB,2014,somewhat opposed,5,3,neither benefit/lost,,somewhat in favor,in favor,somewhat opposed,strongly opposed,opposed,8,center,4,7,8,7,3,5,5,8,8,8,fully supports restrictive immigration policy,strongly favours assimilation,6,8,,9,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,4,anti-elite rhetoric,nationalism,corruption
14,bul,7,NFSB,2014,opposed,1,4,not benefited,neutral,opposed,somewhat in favor,somewhat opposed,somewhat opposed,opposed,extreme right,extreme right,5,6,5,,8,1,3,strongly supports law and order,7,3,8,8,8,5,4,7,9,9,9,extremely important,nationalism,anti-elite rhetoric,deregulation
10,bul,7,NFSB,2014,,5,,,opposed,in favor,,somewhat opposed,strongly opposed,opposed,8,6,no importance,traditional/authoritarian,great importance,7,7,8,7,9,strongly opposes liberal policies,8,fully supports restrictive immigration policy,strongly favours assimilation,5,8,,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,extremely important,nationalism,immigration,anti-elite rhetoric
2,bul,7,NFSB,2014,in favor,7,3,neither benefit/lost,opposed,somewhat in favor,in favor,somewhat opposed,opposed,somewhat opposed,6,6,5,8,8,6,5,3,5,6,7,3,,6,5,4,5,6,,7,7,8,anti-elite rhetoric,corruption,nationalism
1,bul,7,NFSB,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,bul,7,NFSB,2014,somewhat opposed,5,5,not benefited,somewhat opposed,somewhat opposed,neutral,neutral,somewhat opposed,somewhat opposed,8,4,5,7,1,4,5,3,2,8,8,5,8,8,8,8,5,7,8,8,8,5,public services vs taxes,state intervention,corruption
4,bul,7,NFSB,2014,strongly opposed,3,1,not benefited,neutral,strongly opposed,,strongly opposed,strongly opposed,strongly opposed,,extreme left,5,traditional/authoritarian,great importance,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly supports law and order,strongly opposes liberal policies,9,fully supports restrictive immigration policy,strongly favours assimilation,,5,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,9,not important at all,nationalism,immigration,state intervention
6,bul,7,NFSB,2014,somewhat in favor,6,party was completely united,benefited,neutral,somewhat opposed,in favor,somewhat opposed,strongly opposed,opposed,1,1,3,traditional/authoritarian,great importance,5,strongly opposes deregulation,1,8,strongly supports law and order,strongly opposes liberal policies,8,fully supports restrictive immigration policy,9,6,9,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,9,2,nationalism,ethnic minorities,redistribution
8,bul,7,NFSB,2014,somewhat opposed,2,3,benefited,neutral,in favor,,in favor,somewhat opposed,neutral,6,7,6,2,1,,,7,7,4,4,,4,,6,5,,6,5,,,7,corruption,anti-elite rhetoric,EU integration
20,bul,7,NFSB,2014,,8,,benefited,,,strongly in favor,,,,,,great importance,,great importance,,,,,,3,,,,4,,,3,,5,1,7,EU integration,international security,multiculturalism
19,bul,7,NFSB,2014,neutral,6,2,not benefited,,neutral,somewhat in favor,somewhat opposed,opposed,opposed,4,4,6,6,5,4,3,3,4,8,,7,fully supports restrictive immigration policy,8,5,,,,6,5,6,8,anti-elite rhetoric,nationalism,corruption
5,bul,7,NFSB,2014,somewhat opposed,2,5,neither benefit/lost,,neutral,neutral,somewhat opposed,strongly opposed,opposed,extreme right,4,7,9,5,4,,3,4,strongly supports law and order,strongly opposes liberal policies,5,fully supports restrictive immigration policy,9,5,8,8,9,,strongly promotes nationalist concepts for society,9,4,nationalism,immigration,anti-elite rhetoric
17,bul,7,NFSB,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,bul,7,NFSB,2014,somewhat opposed,3,1,not benefited,neutral,somewhat opposed,neutral,somewhat opposed,opposed,somewhat opposed,center,center,4,8,8,4,4,3,3,8,8,6,9,9,7,7,6,9,9,8,7,7,nationalism,immigration,ethnic minorities
9,bul,7,NFSB,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,bul,7,NFSB,2014,somewhat opposed,5,party was completely united,neither benefit/lost,somewhat opposed,neutral,somewhat in favor,somewhat opposed,strongly opposed,opposed,extreme right,4,7,traditional/authoritarian,great importance,3,2,2,1,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,fully supports restrictive immigration policy,strongly favours assimilation,8,strongly supports economic growth,9,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,9,4,nationalism,religious principles,immigration
7,bul,7,NFSB,2014,opposed,8,3,not benefited,opposed,,,somewhat opposed,somewhat opposed,somewhat opposed,9,3,7,7,8,,,3,3,8,7,6,fully supports restrictive immigration policy,strongly favours assimilation,6,,3,6,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,extremely important,nationalism,immigration,redistribution
15,bul,7,NFSB,2014,somewhat opposed,8,,not benefited,opposed,opposed,in favor,opposed,strongly opposed,strongly opposed,,3,6,9,,,2,3,4,8,strongly opposes liberal policies,9,8,strongly favours assimilation,6,strongly supports economic growth,,strongly opposes troop deployment,8,9,extremely important,9,nationalism,anti-elite rhetoric,religious principles
10,bul,9,BBT,2015,,5,,,,,,,,opposed,9,,great importance,,7,8,7,8,8,,,,,,,,,,,9,extremely important,,corruption,corruption,corruption
9,bul,9,BBT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,bul,9,BBT,2015,opposed,6,4,not benefited,somewhat in favor,,somewhat in favor,strongly opposed,strongly opposed,strongly opposed,,,6,8,5,4,,3,3,9,8,,fully supports restrictive immigration policy,8,5,7,,,7,5,8,8,anti-elite rhetoric,corruption,
12,bul,9,BBT,2015,neutral,4,1,neither benefit/lost,,neutral,in favor,,opposed,somewhat opposed,center,2,8,7,5,3,2,4,4,8,8,8,fully supports restrictive immigration policy,strongly favours assimilation,6,8,,9,9,strongly promotes nationalist concepts for society,extremely important,4,anti-elite rhetoric,state intervention,nationalism
